icao,geometry
995,LJLA0032,"POLYGON ((13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333, 13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222, 15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333))"
996,LJLA0034,"POLYGON ((15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333, 13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222, 15.0091666667 46.72))"
997,LJLA3035,"POLYGON ((13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222, 15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333, 13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556))"
998,LJLA3336,"POLYGON ((13.5227777778 45.5858333333, 13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222, 15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333))"
999,LJLA3566,"POLYGON ((13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333, 13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222, 15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111))"
1000,LJLA3637,"POLYGON ((15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222, 15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333, 13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222))"
1001,LJLA3766,"POLYGON ((13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333, 13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222, 15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111))"
1002,LJLA3866,"POLYGON ((13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333, 13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222, 15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667))"
1003,LJLAONE,"POLYGON ((13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222, 15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333, 13.5036111111 45.5097222222))"
1004,LKAAHT,"POLYGON ((18.4691666667 49.9108333333, 18.2111111111 49.9919444444, 18.0969444444 50.0266666667, 18.005 50.0533333333, 17.7508333333 50.0730555556, 17.7080555556 50.0966666667, 17.6805555556 50.1116666667, 17.6041666667 50.1533333333, 17.5925 50.1597222222, 17.4491666667 50.255, 17.3505555556 50.3022222222, 17.1988888889 50.375, 16.9044444444 50.4480555556, 16.9733333333 50.3080555556, 16.4258333333 50.3252777778, 16.3061111111 50.3827777778, 16.1986111111 50.4352777778, 16.4166666667 50.575, 16.4408333333 50.5875, 16.1858333333 50.6252777778, 16.0852777778 50.6505555556, 15.6738888889 50.7541666667, 15.5244444444 50.7808333333, 15.3738888889 50.8077777778, 15.3738888889 50.8080555556, 15.3366666667 50.8608333333, 15.24 50.9980555556, 15.0947222222 51.0138888889, 15 51, 14.9741666667 50.9961111111, 14.9169444444 50.9905555556, 14.8586111111 51, 14.7252777778 50.9991666667, 14.575 50.9580555556, 14.3861111111 50.9027777778, 14.3333333333 50.8833333333, 13.7675 50.7341666667, 13.6288888889 50.7155555556, 13.0091666667 50.5205555556, 12.9116666667 50.4769444444, 12.7505555556 50.4325, 12.6336111111 50.3922222222, 12.5925 50.3772222222, 12.4872222222 50.3413888889, 12.44 50.3255555556, 12.3811111111 50.2911111111, 12.3516666667 50.2402777778, 12.3386111111 50.1905555556, 12.3444444444 50.1697222222, 12.3547222222 50.1322222222, 12.3552777778 50.1305555556, 12.3844444444 50.0247222222, 12.3869444444 50.0158333333, 12.4466666667 49.7972222222, 12.4725 49.7033333333, 12.4738888889 49.7022222222, 12.5397222222 49.6633333333, 12.5805555556 49.6361111111, 12.6333333333 49.6047222222, 12.8727777778 49.4425, 13.1280555556 49.2733333333, 13.1586111111 49.2530555556, 13.2205555556 49.2116666667, 13.3436111111 49.1286111111, 13.7863888889 48.83, 14.405 49.0561111111, 14.4763888889 49.0347222222, 14.56 49.0097222222, 14.9711111111 48.8844444444, 15.1163888889 48.8980555556, 15.2425 48.8955555556, 15.3872222222 48.8927777778, 15.6158333333 48.8880555556, 15.835 48.8747222222, 16.0477777778 48.7636111111, 16.1 48.7472222222, 16.205 48.7697222222, 16.2936111111 48.7722222222, 16.6211111111 48.7847222222, 16.7891666667 48.7288888889, 16.9027777778 48.7169444444, 16.9408333333 48.6155555556, 17.0791666667 48.7827777778, 17.1677777778 48.8533333333, 17.175 48.8583333333, 17.3666666667 48.815, 17.4111111111 48.8194444444, 17.5375 48.8213888889, 17.6052777778 48.8411111111, 17.6761111111 48.8577777778, 17.6780555556 48.8580555556, 17.7094444444 48.8652777778, 17.9016666667 48.9716666667, 17.9152777778 49.0033333333, 17.9502777778 49.0247222222, 17.9708333333 49.0244444444, 18.0666666667 49.035, 18.0911111111 49.0661111111, 18.1108333333 49.1272222222, 18.1233333333 49.1538888889, 18.1191666667 49.1752777778, 18.1436111111 49.1988888889, 18.1522222222 49.2166666667, 18.15 49.2333333333, 18.1658333333 49.2461111111, 18.1844444444 49.2863888889, 18.2802777778 49.3038888889, 18.3708333333 49.3266666667, 18.4197222222 49.3972222222, 18.4472222222 49.3936111111, 18.5455555556 49.4338888889, 18.5647222222 49.5066666667, 18.7002777778 49.4972222222, 18.8508333333 49.5169444444, 18.8061111111 49.6652777778, 18.6286111111 49.7202777778, 18.5727777778 49.8475, 18.5652777778 49.8802777778, 18.4691666667 49.9108333333))"
